H h;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
haben;du hast, er hat, ich hatte;30, 46
Hamster;;24
Handy;Handys;36
hart;härter, Härte;30
Hase;;24
Haus;Häuser;49
Herbst;;57
Herz;herzlich;24
Hexe;;36
hier;;30
Himmel;;42
Hitze;;42
hören;du hörst, Gehör;24
Hose;;24
Hund;Hunde;49
Hunger;hungrig;24
husten;Husten;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
I i;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
ich;;30
im;;30
immer;;46
in;;30
ins;;30
Insel;;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
J j;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
 ja;;30
Jacke;;42
Januar;;57
Juli;;57
Junge;jung;24
Juni;;57
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
K k;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Käse;;36
Karte;;30
Kater;;24
Katze;;42
kaufen;du kaufst;24
kennen;du kennst, ich kannte;42
Kerze;;24
kicken;du kickst;42
Kind;Kinder;49
Kirche;;24
Kirsche;;24
Kissen;;42
klar;klären;30
Klasse;;42
kleben;du klebst;24
Kleid;Kleider, Kleidung;49
klein;;24
Knie;knien;24
Knopf;Knöpfe;24
kochen;du kochst, Koch;24
können;ich kann, du kannst, ich konnte ;42, 46
Körper;;24
Koffer;;42
kommen;du kommst, ich kam;42
Kopf;Köpfe;24
Krone;;24
Küche;;24, 54
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
L l;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
lachen;du lachst;24
Lampe;;24
lang;länger, Länge;24
langsam;;24
lassen;du lässt, ich ließ;42
laufen;er läuft, du läufst, ich lief;24
laut;;24
leben;du lebst;24
lecker;;42
leicht;;24
leise;;24
Leiter;;24
lenken;Lenker;33
lernen;du lernst;24
lesen;du liest, ich las;24
Licht;;24
lieben;du liebst, Liebe;24
Lied;Lieder;49
liegen;du liegst, ich lag;24
Loch;Löcher;24
Löffel;;42
Löwe;;24
Luchs;;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
M m;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
machen;du machst;24
März;;57
Mai;;57
malen;du malst;24
man;;30
Mantel;Mäntel;49
Maus;Mäuse;24, 49
Messer;;42
Meter;;24
mich;;30
Milch;;24
mir;;30
mit;;30
Mittwoch;;57
mögen;du magst, ich mochte;24
Montag;;57
morgen;;30
müssen;ich muss, du musst, ich musste;42, 46
Mütze;;42
Muschel;;24
Mutter;Mütter;42
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
N n;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Nacht;Nächte;24, 49
Nadel;;24
Name;;24
Nase;;24
nein;;30
neu;;24
nie;;30
niesen;;24
November;;57
Nudel;Nudeln;24
nun;;30
nur;;30
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
O o;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
ob;;52
oben;;30
oder;;30
Öl;ölig;24
oft;;30
Oktober;;57
Onkel;;33
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
P p;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
packen;du packst, Päckchen, Gepäck;42
Papier;;24
Pfeil;;24
Pfote;;24
Pinsel;;24
Pony;Ponys;36
Puppe;;42
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
Qu qu;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
quaken;er quakt;33
Qualm;qualmen;33
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
R r;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
raten;du rätst, ich riet ;24
Raum;Räume;49
rechnen;du rechnest, Rechnung ;24
reden;du redest;24
Regen;;24
reich;;24
Reise;reisen;24
rennen;du rennst, ich rannte;42
riechen;du riechst, ich roch, Geruch;24
Ring;;24
Rose;;24
rot;;24
rufen;du rufst, ich rief;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
S s;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Sache;;24
Säge;sägen;36
Saft;Säfte, saftig;49
sagen;du sagst;24
Samstag;;57
Schaf;;24
Schaufel;;24
Schaukel;schaukeln;24
schenken;;33
Schere;;24
schicken;du schickst;42
schlafen;du schläfst, er schläft, ich schlief, Schlaf;24
Schlange;;24
Schlitten;;42
Schlüssel;;42
schmecken;du schmeckst, Geschmack;42
Schnecke;;42
schneiden;du schneidest, ich schnitt;24
schön;;24
schon;;30
Schrank;Schränke;33
schreiben;du schreibst, ich schrieb;24
Schule;;24, 54
schwarz;;30
schwer;;24
Schwester;;24
sechs;;24
Seife;;24
sein;ich bin, du bist, er ist, sie sind, ich war;30, 52
Seite;;24
September;;57
sie;;30
singen;du singst, ich sang, Gesang;24
sinken;du sinkst, ich sank;33
sitzen;du sitzt, ich saß, Sitz;42
so;;30
Socke;;42
sollen;du sollst, ich sollte;42
Sommer;;57
Sonne;sonnig;42
Sonntag;;57
sparen;du sparst;33
Spaten;;33
Spiegel;;33
Spiel;spielen, du spielst;33
Spinne;;42
Spitze;spitz;42
spülen;du spülst;33
staunen;du staunst;33
Stein;;33
Stempel;;33
Stern;;33
Stiefel;;33
Stift;;33
stören;du störst, Störung;33
Stufe;;33
Stunde;;33
suchen;du suchst, Suche;24
Suppe;;42
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
T t;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Tafel;;24
Tag;Tage, täglich;49
Tante;;24
Tasche;;54
Taxi;;36
Teller;;42
Tier;;24
Tisch;;54
Tochter;;24
Topf;Töpfe;24
Tor;;24
Traum;Träume, träumen;49
treffen;du triffst, ich traf;42
Treppe;;42
Tür;;24
turnen;du turnst;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
U u;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
üben;du übst, Übung;24
um;;30
und;;52
uns;;30
unten;;30
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
V v;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Vase;;36
Vater;Väter;36
viel(-);;36
vier;;36
Vogel;Vögel;36
vom;;36
von;;36
vor;;36
Vulkan;;36
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
W w;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
wachsen;du wächst, ich wuchs;24
wann;;46
warm;wärmer, Wärme;30
warten;du wartest;30
warum;;30
was;;30
Wasser;;42
Weg;Wege;49
weich;;24
weinen;du weinst;24
weiß;;36
weiter;;30
wem;;30
wen;;30
wer;;30
werfen;du wirfst, ich warf, Wurf;24
Wetter;;42
wie;;30
Wiese;;24
winken;du winkst;33
Winter;;57
wir;;30
wissen;du weißt, ich wusste;42
wo;;30
Woche;;24
Wolke;bewölkt;24
wollen;du willst, ich wollte;42
Wort;Wörter;24
wünschen;du wünschst, Wunsch;24
Würfel;würfeln;24
Wurm;Würmer;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
X x;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
Y y;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
Z z;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Zaun;Zäune;49
zeigen;du zeigst;24
Zeit;;24
Zimmer;;42
zu;;30
zum;;30
Zunge;;24
zur;;30
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
