Source;Word;Article;Forms;Wortart;Genus;URL;nur_im_Plural
B1;Versammlung;die;;Substantiv;fem.;https://www.dwds.de/wb/Versammlung;0.0
B1;Versichertenkarte;die;;Substantiv;fem.;https://www.dwds.de/wb/Versichertenkarte;0.0
B1;Versicherung;die;;Substantiv;fem.;https://www.dwds.de/wb/Versicherung;0.0
A2;Verspätung;die;;Substantiv;fem.;https://www.dwds.de/wb/Versp%C3%A4tung;0.0
B1;Verständnis;das;;Substantiv;neutr.;https://www.dwds.de/wb/Verst%C3%A4ndnis;0.0
B1;Versuch;der;;Substantiv;mask.;https://www.dwds.de/wb/Versuch;0.0
A2;Vertrag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vertrag;0.0
B1;Vertrauen;das;;Substantiv;neutr.;https://www.dwds.de/wb/Vertrauen;0.0
B1;Vertreter;der;;Substantiv;mask.;https://www.dwds.de/wb/Vertreter;0.0
B1;Vertreterin;die;;Substantiv;fem.;https://www.dwds.de/wb/Vertreterin;0.0
B1;Vertretung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vertretung;0.0
B1;Verwaltung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verwaltung;0.0
A1;Verwandte;;;Substantiv;fem., mask.;https://www.dwds.de/wb/Verwandte;0.0
B1;Verzeihung;die;;Substantiv;fem.;https://www.dwds.de/wb/Verzeihung;0.0
B1;Video;das;;Substantiv;neutr.;https://www.dwds.de/wb/Video;0.0
A1;Viertel;das;;Substantiv;neutr., mask.;https://www.dwds.de/wb/Viertel#1;0.0
B1,BW3;Virus;das;Viren;Substantiv;neutr., mask.;https://www.dwds.de/wb/Virus;0.0
B1;Visitenkarte;die;;Substantiv;fem.;https://www.dwds.de/wb/Visitenkarte;0.0
B1;Visum;das;;Substantiv;neutr.;https://www.dwds.de/wb/Visum;0.0
B1;Vitamin;das;;Substantiv;neutr.;https://www.dwds.de/wb/Vitamin;0.0
A2,BW1;Vogel;der;Vögel;Substantiv;mask.;https://www.dwds.de/wb/Vogel;0.0
A2;Volleyball;;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Volleyball;0.0
B1;Vollzeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Vollzeit;0.0
B1;Voraussetzung;die;;Substantiv;fem.;https://www.dwds.de/wb/Voraussetzung;0.0
B1;Vorbereitung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorbereitung;0.0
B1;Vorfahrt;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorfahrt;0.0
A1;Vormittag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vormittag;0.0
A1;Vorname;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorname;0.0
B1;Vorort;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorort;0.0
A2;Vorschlag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorschlag;0.0
B1;Vorschrift;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorschrift;0.0
A1;Vorsicht;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorsicht;0.0
B1;Vorspeise;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorspeise;0.0
B1;Vorstellung;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorstellung;0.0
B1;Vorstellungsgespräch;das;;Substantiv;neutr.;https://www.dwds.de/wb/Vorstellungsgespr%C3%A4ch;0.0
B1;Vorteil;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorteil;0.0
B1;Vortrag;der;;Substantiv;mask.;https://www.dwds.de/wb/Vortrag;0.0
A1;Vorwahl;die;;Substantiv;fem.;https://www.dwds.de/wb/Vorwahl;0.0
B1;Vorwurf;der;;Substantiv;mask.;https://www.dwds.de/wb/Vorwurf;0.0
BW1;Vulkan;der;;Substantiv;;;
BW3;Waage;die;;Substantiv;;;
A1;Wagen;der;;Substantiv;mask.;https://www.dwds.de/wb/Wagen;0.0
B1;Wahl;die;;Substantiv;fem.;https://www.dwds.de/wb/Wahl;0.0
B1;Wahrheit;die;;Substantiv;fem.;https://www.dwds.de/wb/Wahrheit;0.0
A2,BW3;Wald;der;Wälder;Substantiv;mask.;https://www.dwds.de/wb/Wald;0.0
B1,BW3;Wand;die;Wände;Substantiv;fem.;https://www.dwds.de/wb/Wand;0.0
B1;Wanderung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wanderung;0.0
B1;Wandrung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wandrung;0.0
B1;Ware;die;;Substantiv;fem.;https://www.dwds.de/wb/Ware;0.0
B1;Waschmittel;das;;Substantiv;neutr.;https://www.dwds.de/wb/Waschmittel;0.0
A1,BW1;Wasser;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wasser;0.0
A2;Web-Seite;die;;Substantiv;fem.;https://www.dwds.de/wb/Web-Seite;0.0
A2;Webseite;die;;Substantiv;fem.;https://www.dwds.de/wb/Webseite;0.0
B1,BW3;Wecker;der;wecken;Substantiv;mask.;https://www.dwds.de/wb/Wecker;0.0
A2,BW1;Weg;der;Wege;Substantiv;mask.;https://www.dwds.de/wb/Weg;0.0
A1;Wein;der;;Substantiv;mask.;https://www.dwds.de/wb/Wein;0.0
B1;Weiterbildung;die;;Substantiv;fem.;https://www.dwds.de/wb/Weiterbildung;0.0
A1;Welt;die;;Substantiv;fem.;https://www.dwds.de/wb/Welt;0.0
B1;Werbung;die;;Substantiv;fem.;https://www.dwds.de/wb/Werbung;0.0
B1;Werk;das;;Substantiv;neutr.;https://www.dwds.de/wb/Werk;0.0
A2;Werkstatt;die;;Substantiv;fem.;https://www.dwds.de/wb/Werkstatt;0.0
B1;Werkzeug;das;;Substantiv;neutr.;https://www.dwds.de/wb/Werkzeug;0.0
B1;Wert;der;;Substantiv;mask.;https://www.dwds.de/wb/Wert;0.0
A1;Westen;der;;Substantiv;mask.;https://www.dwds.de/wb/Westen;0.0
A2;Wettbewerb;der;;Substantiv;mask.;https://www.dwds.de/wb/Wettbewerb;0.0
A1,BW1;Wetter;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wetter;0.0
B1;Wetterbericht;der;;Substantiv;mask.;https://www.dwds.de/wb/Wetterbericht;0.0
B1;Wettervorhersage;die;;Substantiv;fem.;https://www.dwds.de/wb/Wettervorhersage;0.0
B1;Wiederholung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wiederholung;0.0
A1;Wiederhören;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wiederh%C3%B6ren;0.0
A1;Wiedersehen;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wiedersehen;0.0
B1,BW1;Wiese;die;;Substantiv;fem.;https://www.dwds.de/wb/Wiese;0.0
A1;Wind;der;;Substantiv;mask.;https://www.dwds.de/wb/Wind;0.0
A1,BW1;Winter;der;;Substantiv;mask.;https://www.dwds.de/wb/Winter;0.0
B1;Wirklichkeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Wirklichkeit;0.0
B1;Wirkung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wirkung;0.0
B1;Wirt;der;;Substantiv;mask.;https://www.dwds.de/wb/Wirt;0.0
B1;Wirtin;die;;Substantiv;fem.;https://www.dwds.de/wb/Wirtin;0.0
B1;Wirtschaft;die;;Substantiv;fem.;https://www.dwds.de/wb/Wirtschaft;0.0
B1;Wissen;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wissen;0.0
B1;Wissenschaftler;der;;Substantiv;mask.;https://www.dwds.de/wb/Wissenschaftler;0.0
B1;Wissenschaftlerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Wissenschaftlerin;0.0
A2;Witz;der;;Substantiv;mask.;https://www.dwds.de/wb/Witz;0.0
A1,BW1;Woche;die;;Substantiv;fem.;https://www.dwds.de/wb/Woche;0.0
A1;Wochenende;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wochenende;0.0
A1;Wochentag;der;;Substantiv;mask.;https://www.dwds.de/wb/Wochentag;0.0
B1;Wohnort;der;;Substantiv;mask.;https://www.dwds.de/wb/Wohnort;0.0
B1;Wohnsitz;der;;Substantiv;mask.;https://www.dwds.de/wb/Wohnsitz;0.0
A1,BW3;Wohnung;die;;Substantiv;fem.;https://www.dwds.de/wb/Wohnung;0.0
A2;Wohnzimmer;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wohnzimmer;0.0
A2,BW1;Wolke;die;bewölkt;Substantiv;fem.;https://www.dwds.de/wb/Wolke;0.0
B1;Wolle;die;;Substantiv;fem.;https://www.dwds.de/wb/Wolle;0.0
A2;Workshop;der;;Substantiv;mask.;https://www.dwds.de/wb/Workshop;0.0
A1,BW1;Wort;das;Wörter;Substantiv;neutr.;https://www.dwds.de/wb/Wort;0.0
B1;Wunde;die;;Substantiv;fem.;https://www.dwds.de/wb/Wunde;0.0
B1;Wunder;das;;Substantiv;neutr.;https://www.dwds.de/wb/Wunder;0.0
A2;Wunsch;der;;Substantiv;mask.;https://www.dwds.de/wb/Wunsch;0.0
BW1;Wurm;der;Würmer;Substantiv;;;
A2,BW3;Wurst;die;Würste;Substantiv;fem.;https://www.dwds.de/wb/Wurst;0.0
B1,BW3;Wärme;die;warm, wärmer;Substantiv;fem.;https://www.dwds.de/wb/W%C3%A4rme;0.0
A2,BW3;Wäsche;die;waschen;Substantiv;fem.;https://www.dwds.de/wb/W%C3%A4sche;0.0
B1;Wörterbuch;das;;Substantiv;neutr.;https://www.dwds.de/wb/W%C3%B6rterbuch;0.0
BW1;Würfel;der;würfeln;Substantiv;;;
A2;Zahl;die;;Substantiv;fem.;https://www.dwds.de/wb/Zahl;0.0
B1;Zahlung;die;;Substantiv;fem.;https://www.dwds.de/wb/Zahlung;0.0
A2;Zahn;der;;Substantiv;mask.;https://www.dwds.de/wb/Zahn;0.0
B1;Zahnbürste;die;;Substantiv;fem.;https://www.dwds.de/wb/Zahnb%C3%BCrste;0.0
B1;Zahncreme;die;;Substantiv;fem.;https://www.dwds.de/wb/Zahncreme;0.0
B1;Zahncrème;die;;Substantiv;fem.;https://www.dwds.de/wb/Zahncr%C3%A8me;0.0
B1;Zahnpasta;die;;Substantiv;fem.;https://www.dwds.de/wb/Zahnpasta;0.0
B1;Zange;die;;Substantiv;fem.;https://www.dwds.de/wb/Zange;0.0
BW1;Zaun;der;Zäune;Substantiv;;;
B1;Zeichen;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zeichen;0.0
B1;Zeichnung;die;;Substantiv;fem.;https://www.dwds.de/wb/Zeichnung;0.0
B1;Zeile;die;;Substantiv;fem.;https://www.dwds.de/wb/Zeile;0.0
A1,BW1;Zeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Zeit;0.0
B1;Zeitpunkt;der;;Substantiv;mask.;https://www.dwds.de/wb/Zeitpunkt;0.0
A2;Zeitschrift;die;;Substantiv;fem.;https://www.dwds.de/wb/Zeitschrift;0.0
A1;Zeitung;die;;Substantiv;fem.;https://www.dwds.de/wb/Zeitung;0.0
A2;Zelt;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zelt;0.0
A1;Zentimeter;der;;Substantiv;mask., neutr.;https://www.dwds.de/wb/Zentimeter;0.0
A2;Zentrum;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zentrum;0.0
B1;Zertifikat;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zertifikat;0.0
A2;Zettel;der;;Substantiv;mask.;https://www.dwds.de/wb/Zettel#1;0.0
B1;Zeug;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zeug;0.0
B1;Zeuge;der;;Substantiv;mask.;https://www.dwds.de/wb/Zeuge;0.0
B1;Zeugin;die;;Substantiv;fem.;https://www.dwds.de/wb/Zeugin;0.0
A2;Zeugnis;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zeugnis;0.0
A2;Ziel;das;;Substantiv;neutr.;https://www.dwds.de/wb/Ziel;0.0
A1;Zigarette;die;;Substantiv;fem.;https://www.dwds.de/wb/Zigarette;0.0
A1,BW1;Zimmer;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zimmer;0.0
B1;Zins;der;;Substantiv;mask.;https://www.dwds.de/wb/Zins;0.0
A2;Zirkus;der;;Substantiv;mask.;https://www.dwds.de/wb/Zirkus;0.0
A2;Zitrone;die;;Substantiv;fem.;https://www.dwds.de/wb/Zitrone;0.0
B1;Zivilstand;der;;Substantiv;mask.;https://www.dwds.de/wb/Zivilstand;0.0
B1;Znüni;;;Substantiv;neutr., mask.;https://www.dwds.de/wb/Zn%C3%BCni;0.0
A1;Zoll;der;;Substantiv;mask.;https://www.dwds.de/wb/Zoll#2;0.0
B1;Zone;die;;Substantiv;fem.;https://www.dwds.de/wb/Zone;0.0
A2;Zoo;der;;Substantiv;mask.;https://www.dwds.de/wb/Zoo;0.0
A2;Zucker;der;;Substantiv;mask.;https://www.dwds.de/wb/Zucker;0.0
B1;Zufall;der;;Substantiv;mask.;https://www.dwds.de/wb/Zufall;0.0
A1;Zug;der;;Substantiv;mask.;https://www.dwds.de/wb/Zug#1;0.0
B1;Zugang;der;;Substantiv;mask.;https://www.dwds.de/wb/Zugang;0.0
B1;Zuhause;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zuhause;0.0
B1;Zuhörer;der;;Substantiv;mask.;https://www.dwds.de/wb/Zuh%C3%B6rer;0.0
B1;Zuhörerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Zuh%C3%B6rerin;0.0
B1;Zukunft;die;;Substantiv;fem.;https://www.dwds.de/wb/Zukunft;0.0
BW1;Zunge;die;;Substantiv;;;
B1;Zusammenarbeit;die;;Substantiv;fem.;https://www.dwds.de/wb/Zusammenarbeit;0.0
B1;Zusammenhang;der;;Substantiv;mask.;https://www.dwds.de/wb/Zusammenhang;0.0
B1;Zuschauer;der;;Substantiv;mask.;https://www.dwds.de/wb/Zuschauer;0.0
B1;Zuschauerin;die;;Substantiv;fem.;https://www.dwds.de/wb/Zuschauerin;0.0
B1;Zuschlag;der;;Substantiv;mask.;https://www.dwds.de/wb/Zuschlag;0.0
B1;Zustand;der;;Substantiv;mask.;https://www.dwds.de/wb/Zustand;0.0
B1;Zustimmung;die;;Substantiv;fem.;https://www.dwds.de/wb/Zustimmung;0.0
B1;Zutat;die;;Substantiv;fem.;https://www.dwds.de/wb/Zutat;0.0
B1;Zvieri;das;;Substantiv;neutr.;https://www.dwds.de/wb/Zvieri;0.0
B1;Zweck;der;;Substantiv;mask.;https://www.dwds.de/wb/Zweck;0.0
B1;Zweifel;der;;Substantiv;mask.;https://www.dwds.de/wb/Zweifel;0.0
B1;Zweitsprache;die;;Substantiv;fem.;https://www.dwds.de/wb/Zweitsprache;0.0
B1;Zwiebel;die;;Substantiv;fem.;https://www.dwds.de/wb/Zwiebel;0.0
B1;Zünder;der;;Substantiv;mask.;https://www.dwds.de/wb/Z%C3%BCnder;0.0
B1;Zündholz;das;;Substantiv;neutr.;https://www.dwds.de/wb/Z%C3%BCndholz;0.0
A1,BW1;ab;;;Präposition;;https://www.dwds.de/wb/ab#1;0.0
B1;abbiegen;;;Verb;;https://www.dwds.de/wb/abbiegen;0.0
A1,BW1;aber;;;Konjunktion;;https://www.dwds.de/wb/aber#1;0.0
A1;abfahren;;;Verb;;https://www.dwds.de/wb/abfahren;0.0
A1;abfliegen;;;Verb;;https://www.dwds.de/wb/abfliegen;0.0
A1;abgeben;;;Verb;;https://www.dwds.de/wb/abgeben;0.0
B1;abhangen;;;Verb;;https://www.dwds.de/wb/abhangen;0.0
B1;abheben;;;Verb;;https://www.dwds.de/wb/abheben;0.0
A1;abholen;;;Verb;;https://www.dwds.de/wb/abholen;0.0
B1;abhängen;;;Verb;;https://www.dwds.de/wb/abh%C3%A4ngen#1;0.0
B1;abhängig;;;Adjektiv;;https://www.dwds.de/wb/abh%C3%A4ngig;0.0
B1;ablehnen;;;Verb;;https://www.dwds.de/wb/ablehnen;0.0
B1;abmachen;;;Verb;;https://www.dwds.de/wb/abmachen;0.0
B1;abnehmen;;;Verb;;https://www.dwds.de/wb/abnehmen;0.0
B1;abonnieren;;;Verb;;https://www.dwds.de/wb/abonnieren;0.0
B1;absagen;;;Verb;;https://www.dwds.de/wb/absagen;0.0
A2;abschließen;;;Verb;;https://www.dwds.de/wb/abschlie%C3%9Fen;0.0
B1;abschreiben;;;Verb;;https://www.dwds.de/wb/abschreiben;0.0
B1;absolut;;;Adjektiv;;https://www.dwds.de/wb/absolut#1;0.0
B1;abstimmen;;;Verb;;https://www.dwds.de/wb/abstimmen;0.0
B1;abwaschen;;;Verb;;https://www.dwds.de/wb/abwaschen;0.0
B1;abwesend;;;Adjektiv;;https://www.dwds.de/wb/abwesend;0.0
B1;abwärts;;;Adverb;;https://www.dwds.de/wb/abw%C3%A4rts;0.0
A1,BW1;acht;;;Kardinalzahlwort;;https://www.dwds.de/wb/acht;0.0
B1;achten;;;Verb;;https://www.dwds.de/wb/achten;0.0
A1;achtzehn;;;Kardinalzahlwort;;https://www.dwds.de/wb/achtzehn;0.0
A1;achtzig;;;Kardinalzahlwort;;https://www.dwds.de/wb/achtzig;0.0
A2;aktiv;;;Adjektiv;;https://www.dwds.de/wb/aktiv;0.0
A2;aktuell;;;Adjektiv;;https://www.dwds.de/wb/aktuell;0.0
B1;akzeptieren;;;Verb;;https://www.dwds.de/wb/akzeptieren;0.0
A1;all;;;;;https://www.dwds.de/wb/all;0.0
BW3;all(-);;;;;;
A1,BW1;alle;;;Pronomen;;https://www.dwds.de/wb/alle#2;0.0
A1,BW3;allein;;;;;https://www.dwds.de/wb/allein;0.0
A1;alleine;;;;;https://www.dwds.de/wb/alleine;0.0
B1;aller-;;;Affix;;https://www.dwds.de/wb/aller-;0.0
B1;allerbest;;;Adjektiv;;https://www.dwds.de/wb/allerbest;0.0
B1;allerdings;;;Adverb;;https://www.dwds.de/wb/allerdings;0.0
B1;allerschönst;;;Adjektiv;;https://www.dwds.de/wb/allersch%C3%B6nst;0.0
A1,BW3;alles;;;Pronomen;;https://www.dwds.de/wb/alles;0.0
B1;allgemein;;;Adjektiv;;https://www.dwds.de/wb/allgemein;0.0
B1;alltäglich;;;Adjektiv;;https://www.dwds.de/wb/allt%C3%A4glich;0.0
A2,BW1;als;;;Konjunktion;;https://www.dwds.de/wb/als;0.0
A1,BW3;also;;;Konjunktion;;https://www.dwds.de/wb/also#1;0.0
A1,BW3;alt;;älter;Adjektiv;;https://www.dwds.de/wb/alt;0.0
B1;alternativ;;;Adjektiv;;https://www.dwds.de/wb/alternativ;0.0
A1,BW1;am;;;Präposition + Artikel;;https://www.dwds.de/wb/am;0.0
B1;amüsieren;;;Verb;;https://www.dwds.de/wb/am%C3%BCsieren;0.0
A1,BW1;an;;;Präposition;;https://www.dwds.de/wb/an#1;0.0
B1;analysieren;;;Verb;;https://www.dwds.de/wb/analysieren;0.0
A1;anbieten;;;Verb;;https://www.dwds.de/wb/anbieten;0.0
A1;ander;;;Indefinitpronomen;;https://www.dwds.de/wb/ander;0.0
B1;andererseits;;;Adverb;;https://www.dwds.de/wb/andererseits;0.0
A2,BW3;anders;;;Adverb;;https://www.dwds.de/wb/anders;0.0
B1;anderseits;;;Adverb;;https://www.dwds.de/wb/anderseits;0.0
B1;andrerseits;;;Adverb;;https://www.dwds.de/wb/andrerseits;0.0
B1;anerkennen;;;Verb;;https://www.dwds.de/wb/anerkennen;0.0
A1;anfangen;;;Verb;;https://www.dwds.de/wb/anfangen;0.0
B1;anfangs;;;Adverb;;https://www.dwds.de/wb/anfangs;0.0
B1;angeben;;;Verb;;https://www.dwds.de/wb/angeben;0.0
B1;angenehm;;;Adjektiv;;https://www.dwds.de/wb/angenehm;0.0
B1;anhaben;;;Verb;;https://www.dwds.de/wb/anhaben;0.0
A1;anklicken;;;Verb;;https://www.dwds.de/wb/anklicken;0.0
A1;ankommen;;;Verb;;https://www.dwds.de/wb/ankommen;0.0
A1;ankreuzen;;;Verb;;https://www.dwds.de/wb/ankreuzen;0.0
B1;ankündigen;;;Verb;;https://www.dwds.de/wb/ank%C3%BCndigen;0.0
A1;anmachen;;;Verb;;https://www.dwds.de/wb/anmachen;0.0
A1;anmelden;;;Verb;;https://www.dwds.de/wb/anmelden;0.0
B1;annehmen;;;Verb;;https://www.dwds.de/wb/annehmen;0.0
A1;anrufen;;;Verb;;https://www.dwds.de/wb/anrufen;0.0
B1;anschaffen;;;Verb;;https://www.dwds.de/wb/anschaffen;0.0
B1;anschließen;;;Verb;;https://www.dwds.de/wb/anschlie%C3%9Fen;0.0
B1;anschnallen;;;Verb;;https://www.dwds.de/wb/anschnallen;0.0
A2;ansehen;;;Verb;;https://www.dwds.de/wb/ansehen;0.0
B1;ansprechen;;;Verb;;https://www.dwds.de/wb/ansprechen;0.0
B1;anstellen;;;Verb;;https://www.dwds.de/wb/anstellen;0.0
B1;anstrengen;;;Verb;;https://www.dwds.de/wb/anstrengen;0.0
B1;anstrengend;;;partizipiales Adjektiv;;https://www.dwds.de/wb/anstrengend;0.0
A1,BW3;antworten;;du antwortest, Antwort;Verb;;https://www.dwds.de/wb/antworten;0.0
B1;anwenden;;;Verb;;https://www.dwds.de/wb/anwenden;0.0
B1;anwesend;;;Adjektiv;;https://www.dwds.de/wb/anwesend;0.0
B1;anzeigen;;;Verb;;https://www.dwds.de/wb/anzeigen;0.0
A1;anziehen;;;Verb;;https://www.dwds.de/wb/anziehen;0.0
A1,BW1;arbeiten;;du arbeitest;Verb;;https://www.dwds.de/wb/arbeiten;0.0
A1;arbeitslos;;;Adjektiv;;https://www.dwds.de/wb/arbeitslos;0.0
A2,BW1;arm;;ärmer;Adjektiv;;https://www.dwds.de/wb/arm;0.0
B1;atmen;;;Verb;;https://www.dwds.de/wb/atmen;0.0
A1,BW3;auch;;;Konjunktion;;https://www.dwds.de/wb/auch;0.0
A1,BW1;auf;;;Präposition;;https://www.dwds.de/wb/auf#1;0.0
A2;auf jeden Fall;;;Mehrwortausdruck;;https://www.dwds.de/wb/auf%20jeden%20Fall;0.0
A2;auf keinen Fall;;;Mehrwortausdruck;;https://www.dwds.de/wb/auf%20keinen%20Fall;0.0
A1;auf sein;;;Verb;;https://www.dwds.de/wb/auf%20sein;0.0
B1;auffallen;;;Verb;;https://www.dwds.de/wb/auffallen;0.0
B1;auffordern;;;Verb;;https://www.dwds.de/wb/auffordern;0.0
B1;aufführen;;;Verb;;https://www.dwds.de/wb/auff%C3%BChren;0.0
B1;aufgeben;;;Verb;;https://www.dwds.de/wb/aufgeben;0.0
B1;aufhalten;;;Verb;;https://www.dwds.de/wb/aufhalten;0.0
B1;aufheben;;;Verb;;https://www.dwds.de/wb/aufheben;0.0
A1;aufhören;;;Verb;;https://www.dwds.de/wb/aufh%C3%B6ren;0.0
B1;aufladen;;;Verb;;https://www.dwds.de/wb/aufladen;0.0
B1;auflösen;;;Verb;;https://www.dwds.de/wb/aufl%C3%B6sen;0.0
A2;aufmachen;;;Verb;;https://www.dwds.de/wb/aufmachen;0.0
B1;aufmerksam;;;Adjektiv;;https://www.dwds.de/wb/aufmerksam;0.0
B1;aufnehmen;;;Verb;;https://www.dwds.de/wb/aufnehmen;0.0
A2;aufpassen;;;Verb;;https://www.dwds.de/wb/aufpassen;0.0
A2;aufregen;;;Verb;;https://www.dwds.de/wb/aufregen;0.0
A2,BW3;aufräumen;;Raum;Verb;;https://www.dwds.de/wb/aufr%C3%A4umen;0.0
B1;aufschreiben;;;Verb;;https://www.dwds.de/wb/aufschreiben;0.0
A1;aufstehen;;;Verb;;https://www.dwds.de/wb/aufstehen;0.0
B1;auftreten;;;Verb;;https://www.dwds.de/wb/auftreten;0.0
B1,BW1;aufwachen;;du wachst auf;Verb;;https://www.dwds.de/wb/aufwachen;0.0
B1;aufwärts;;;Adverb;;https://www.dwds.de/wb/aufw%C3%A4rts;0.0
A1,BW1;aus;;;Präposition;;https://www.dwds.de/wb/aus#1;0.0
A1;aus sein;;;Verb;;https://www.dwds.de/wb/aus%20sein;0.0
B1;ausbilden;;;Verb;;https://www.dwds.de/wb/ausbilden;0.0
B1;ausdrucken;;;Verb;;https://www.dwds.de/wb/ausdrucken;0.0
B1;auseinander;;;Adverb;;https://www.dwds.de/wb/auseinander;0.0
B1;ausfallen;;;Verb;;https://www.dwds.de/wb/ausfallen;0.0
A1;ausfüllen;;;Verb;;https://www.dwds.de/wb/ausf%C3%BCllen;0.0
A2;ausgeben;;;Verb;;https://www.dwds.de/wb/ausgeben;0.0
A2;ausgehen;;;Verb;;https://www.dwds.de/wb/ausgehen;0.0
B1;ausgezeichnet;;;partizipiales Adjektiv;;https://www.dwds.de/wb/ausgezeichnet;0.0
A1;ausländisch;;;Adjektiv;;https://www.dwds.de/wb/ausl%C3%A4ndisch;0.0
A1;ausmachen;;;Verb;;https://www.dwds.de/wb/ausmachen;0.0
A2;auspacken;;;Verb;;https://www.dwds.de/wb/auspacken;0.0
B1;ausreichen;;;Verb;;https://www.dwds.de/wb/ausreichen;0.0
B1;ausrichten;;;Verb;;https://www.dwds.de/wb/ausrichten;0.0
A2;ausruhen;;;Verb;;https://www.dwds.de/wb/ausruhen;0.0
B1;ausschließen;;;Verb;;https://www.dwds.de/wb/ausschlie%C3%9Fen;0.0
B1;ausschließlich;;;Adverb;;https://www.dwds.de/wb/ausschlie%C3%9Flich#2;0.0
A1;aussehen;;;Verb;;https://www.dwds.de/wb/aussehen;0.0
A2;aussprechen;;;Verb;;https://www.dwds.de/wb/aussprechen;0.0
A1;aussteigen;;;Verb;;https://www.dwds.de/wb/aussteigen;0.0
B1;ausstellen;;;Verb;;https://www.dwds.de/wb/ausstellen;0.0
B1;aussuchen;;;Verb;;https://www.dwds.de/wb/aussuchen;0.0
A2;austauschen;;;Verb;;https://www.dwds.de/wb/austauschen;0.0
A2;austragen;;;Verb;;https://www.dwds.de/wb/austragen;0.0
B1;auswählen;;;Verb;;https://www.dwds.de/wb/ausw%C3%A4hlen;0.0
A1;ausziehen;;;Verb;;https://www.dwds.de/wb/ausziehen;0.0
A1;automatisch;;;Adjektiv;;https://www.dwds.de/wb/automatisch;0.0
B1;außen;;;Adverb;;https://www.dwds.de/wb/au%C3%9Fen;0.0
A2;außer;;;Präposition;;https://www.dwds.de/wb/au%C3%9Fer#1;0.0
A2;außerdem;;;Adverb;;https://www.dwds.de/wb/au%C3%9Ferdem;0.0
A2;außerhalb;;;Adverb;;https://www.dwds.de/wb/au%C3%9Ferhalb#2;0.0
A2,BW1;backen;;du backst, Bäcker;Verb;;https://www.dwds.de/wb/backen#1;0.0
A1,BW1;baden;;du badest, Bad, Bäder;Verb;;https://www.dwds.de/wb/baden;0.0
A1,BW3;bald;;;Adverb;;https://www.dwds.de/wb/bald;0.0
A1;bar;;;Adjektiv;;https://www.dwds.de/wb/bar#1;0.0
A2;basteln;;;Verb;;https://www.dwds.de/wb/basteln;0.0
A2;bauen;;;Verb;;https://www.dwds.de/wb/bauen#1;0.0
B1;beachten;;;Verb;;https://www.dwds.de/wb/beachten;0.0
B1;beantragen;;;Verb;;https://www.dwds.de/wb/beantragen;0.0
A2;beantworten;;;Verb;;https://www.dwds.de/wb/beantworten;0.0
A2;bedanken;;;Verb;;https://www.dwds.de/wb/bedanken;0.0
A1;bedeuten;;;Verb;;https://www.dwds.de/wb/bedeuten;0.0
B1;bedienen;;;Verb;;https://www.dwds.de/wb/bedienen;0.0
A2;beeilen;;;Verb;;https://www.dwds.de/wb/beeilen;0.0
B1;beeinflussen;;;Verb;;https://www.dwds.de/wb/beeinflussen;0.0
A2;beenden;;;Verb;;https://www.dwds.de/wb/beenden;0.0
B1;befinden;;;Verb;;https://www.dwds.de/wb/befinden;0.0
B1;befreit;;;partizipiales Adjektiv;;https://www.dwds.de/wb/befreit;0.0
