;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
H h;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Haar;;46
Hai;Haie;36
Hals;Hälse;24
halten;du hältst, er hält, ich hielt;49
Hand;Hände;49
Haut;Häute;49
heimlich;Geheimnis;56
heiß;;36
heißen;du heißt, ich hieß;36
Heizung;heizen;54
hell;;42
Herr;;42
herzlich;Herz;56
Hobby;Hobbys;36
höflich;;56
Höhle;hohl;46
hoffen;Hoffnung;42, 54
hoffentlich;;46
hübsch;;52
Huhn;Hühner;46
hundert;;24
hungrig;Hunger;56
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
I i;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Igel;;46
ihm;;46
ihn(-);;46
ihr(-);;46
Impfung;impfen;54
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
J j;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Jahr;jährlich;46
jede(-);;30
jedoch;;30
jemand(-);;52
jetzt;;46
Jahr;;46
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
K k;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Käfer;;36
Käfig;;36
Kälte;kalt, kälter;49
kämmen;Kamm;49
kämpfen;Kampf;49
Kaiser;;36
kaputt;;42
kein(-);;30
Kino;;46
Kleidung;Kleid, Kleider;54
klettern;du kletterst;42
klug;kluge;49
kräftig;Kraft;49
krank;Krankheit;24, 54
kratzen;du kratzt;42
Kreuzung;Kreuz, kreuzen;54
kriechen;du kriechst, ich kroch;24
krumm;;42
kühl;;46
küssen;du küsst, Kuss;42
Kuh;Kühe;42
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
L l;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Länge;lang, länger;49
Lärm;;36
Land;Länder;49
laufen;du läufst, er läuft, ich lief;49
leihen;du leihst, ich lieh;42
Lexikon;Lexika;36
links;;30
Lob;loben;49
lustig;Lust;56
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
M m;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Mädchen; ;36
Märchen;;36
Mais;;36
manch(-);;30
manchmal;;30
Mandarine;;46
Mann;Männer;42
Mannschaft;;54
Maschine;;46
Meer;;46
mehr;;46
mein(-);;30
Meinung;meinen;54
Mittag;Mittage;49
Mittagessen;;54
Mitte;;42
Mond;Monde;49
Moos;;46
Mühe;;42
Müll;;42
Mund;Münder;49
mutig;Mut;56
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
N n;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
nach;;30
nachdem;;30
Nachmittag;;54
nächste;;36
nämlich;;36
Nahrung;Ernährung, ernähren;54
nass;Nässe;42
neben;;30
nehmen;du nimmst, ich nahm;46
nett;;42
nicht;;30
nichts;;30
nicken;du nickst;42
niemand(-);;52
niemals;;30
noch;;30
Nuss;Nüsse, nussig;42
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
O o;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Obst;;52
öffnen;du öffnest, Öffnung;42
offen;;42
ohne;;46
Ohr;;46
Ordnung;ordentlich;54
Ostern;;24
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
P p;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Paar;;46
(ein) paar;;57
Päckchen;packen, du packst, Gepäck;49
Party;Partys;36
passen;du passt;42
Pferd;Pferde;49
Pflanze;pflanzen;24
pflücken;du pflückst;42
Pfütze;;42
Pizza;;36
Platz;Plätze;42
plötzlich;;46
Preis;;24
proben;du probst, Probe;24
prüfen;du prüfst, Prüfung;24
pünktlich;Pünktlichkeit;56
Punkt;;24
Pyramide;;36
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
Qu qu;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Quader;;33
Quadrat;quadratisch;33
Quatsch;;33
Quelle;;33
quer;;33
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
R r;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Rad;Räder;49
Rätsel;rätseln;36
Räuber;rauben;49
Rechnung;rechnen, du rechnest;54
rechts;;30
Reh;;42
Reihe;;42
retten;du rettest, Rettung;42
Richtung;;54
riesig;Riese;56
Rock;Röcke;42
Rücken;;42
Ruhe;ruhig;42, 56
rund;runde;49
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
S s;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Saal;Säle;46
sammeln;du sammelst, Sammlung;42
satt;;42
Satz;Sätze;42
schaffen;du schaffst;42
scharf;Schärfe;30
Schatz;Schätze;42
Schiff;;42
schlafen;du schläfst, er schläft, ich schlief, Schlaf;49
schlagen;du schlägst, er schlägt, ich schlug;49
schließen;du schließt, ich schloss;36
schlimm;;42
Schloss;Schlösser;42
Schluss;Schlüsse;42
schmutzig;Schmutz;56
Schnee;;46
Schneemann;;54
schneien;es schneit;24
schnell;;42
Schreck;erschrecken, schrecklich;42
Schreibtisch;;54
schreien;du schreist, ich schrie;24
Schuh;Schuhe;42
schwierig;Schwierigkeit;56, 54
Schwimmbad;;54
schwimmen;du schwimmst, ich schwamm;42
schwitzen;du schwitzt;42
See;Seen;46
sehen;du siehst, ich sah;42
sehr;;46
sein(-);;30
seit;;30
sich;;30
Silvester;;36
sogar;;30
Sohn;Söhne;46
solch(-);;30
sondern;;24
spät;später;36
Spatz;;42
sportlich;Sport;56
Sprache;;33
sprechen;du sprichst, ich sprach;33
springen;du springst, ich sprang, Sprung;33
spritzen;du spritzt, ich spritzte, Spritze;42
Stadt;Städte;36
Stamm;Stämme;30, 49
stark;Stärke;49
stehen;du stehst, ich stand;42
stehlen;du stiehlst, ich stahl;46
stellen;du stellst;42
still;;42
stimmen;es stimmt;42
Stoff;;42
Strafe;;33
Strand;Strände;49
Straße;;36
streicheln;du streichelst ;33
streichen;du streichst, ich strich;33
Streifen;;33
streiten;du streitest, ich stritt, Streit;33
streng;;33
Strom;;33
Stück;;42
Stuhl;Stühle;46
stumm;;42
Sturm;stürmisch;24
süß;;36
Süßigkeit;;54
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
T t;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
täglich;Tag, Tage;56
Teddy;Teddys;36
Tee;;46
Text;;36
Theater;;36
Thema;Themen;36
Thermometer;;36
Tiger;;46
toll;;42
Träne;;36
traurig;Traurigkeit;56
treu;;24
trinken;du trinkst, ich trank, Getränk;24
trocken;;42
trösten;du tröstest, Trost;24
trotzdem;;46
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
U u;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
über;;30
überall;;46
Übung;üben, du übst;54
Uhr;;46
uns(-);;30
unter;;30
Urlaub;Urlaube;49
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
V v;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
verbieten;du verbietest, ich verbat, Verbot;49
verbrennen;du verbrennst, ich verbrannte, Verbrennung;49
Verein;du vergisst, ich vergaß, vergesslich;36
vergessen;du vergleichst, ich verglich;49, 56
vergleichen;du verkaufst, Verkäufer, Verkäuferin;49
verkaufen;du verkleidest, Verkleidung;49
verkleiden;du verletzt, ich verletzte, Verletzung;49
verletzen;du verlierst, ich verlor;49
verlieren;du verpackst, Verpackung;49
verpacken;du verrätst, ich verriet;49
verraten;du verschwindest, ;49
verschwinden;ich verschwand;49
verstecken;du versteckst, Versteck;49
verstehen;du verstehst, ich verstand;49
versuchen;du versuchst, Versuch;49
vertrauen;du vertraust, Vertrauen;49
verwandt;Verwandtschaft;36, 54
vielleicht;;36
Virus;Viren;36
voll;;36
vorbei;;36
vorfahren;du fährst vor, ich fuhr vor, Vorfahrt;49
vorher;;36
vorkommen;du kommst vor, ich kam vor;49
vorlesen;du liest vor, ich las vor;49
vorne;;36
vornehmen;du nimmst vor, ich nahm vor;49
vorschlagen;du schlägst vor, ich schlug vor, Vorschlag;49
vorschreiben;du schreibst vor, ich schrieb vor;49
vorsichtig;Vorsicht;56
vortragen;du trägst vor, ich trug vor, Vortrag;49
;;
Weitere Wörter ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
W w;Weitere (ggf. fehleranfällige) Wortformen;Seite im GRUNDWORTSCHATZ
;;
Waage;;46
während;;36
Wärme;warm, wärmer ;46
Wäsche;waschen;49
wahr;Wahrheit;49
Wald;Wälder;49
Wand;Wände;49
Wecker;wecken;42
weg;;52
wegen;;30
weil;;30
welche(-);;30
wenig(-);;56
wenn;;46
werden;du wirst, ich wurde;30
wichtig;;56
wieder;;30
wild;wilde;49
windig;Wind;56
wirklich;;30
Witz;witzig;42, 56
wohnen;;46
Wohnung;;54
wütend;wütende, Wut;49
Wurst;Würste;24
;;
Weitere Wörter ;;
;;
